Date,Fund,Product,Book,ProductClass,Vega Notional,Financial PnL, NAV 
12/22/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-36800.00,-188927.673,965840428.59
12/22/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 702.25 23DEC2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-46500.00,-257162.5967,965840428.59
12/22/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-25000.20,15942.89178,965840428.59
12/22/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-86798.17735,965840428.59
12/21/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,-115707.3901,967574783.56
12/21/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 702.25 23DEC2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-36800.00,145846.9052,967574783.56
12/21/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-46500.00,-197515.5448,967574783.56
12/21/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-148706.165,967574783.56
12/21/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-51424.98958,967574783.56
12/18/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-25000.00,-54764.49439,990649223.95
12/18/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-36800.00,-12022.8261,990649223.95
12/18/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,0.00,-27934.74083,990649223.95
12/18/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,-117370.0372,990649223.95
12/18/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-34562.42385,990649223.95
12/17/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,41757.32047,965994677.26
12/17/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-36800.00,146621.7563,965994677.26
12/17/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,120824.0905,965994677.26
12/17/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,15766.13782,965994677.26
12/17/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,94072.47368,965994677.26
12/16/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,7824.251934,961411507.05
12/16/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-36800.00,268.85307,961411507.05
12/16/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,2992.687664,961411507.05
12/16/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,5611.269982,961411507.05
12/16/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,2339.521402,961411507.05
12/15/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,30374.51197,940379721.21
12/15/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-36800.00,8739.083712,940379721.21
12/15/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,69384.97864,940379721.21
12/15/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,87038.79967,940379721.21
12/15/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-10000.00,121882.016,940379721.21
12/14/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,-54054.97335,943059285.34
12/14/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-36800.00,-95501.21658,943059285.34
12/14/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,-2437.466262,943059285.34
12/14/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-19317.42605,943059285.34
12/14/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-42075.71715,943059285.34
12/11/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.00,3338.597882,944190531.78
12/11/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-36800.00,-74635.69127,944190531.78
12/11/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-9999.91,-101447.8826,944190531.78
12/11/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-60095.24129,944190531.78
12/11/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-25711.93253,944190531.78
12/10/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,-22171.7563,940657775.31
12/10/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-36800.00,-15865.2717,940657775.31
12/10/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,-3033.60431,940657775.31
12/10/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-15484.40115,940657775.31
12/10/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-5923.150279,940657775.31
12/9/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,-40801.14858,851832467.23
12/9/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-36800.00,-79283.96767,851832467.23
12/9/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,2350.843242,851832467.23
12/9/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-34516.93796,851832467.23
12/9/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-14873.68277,851832467.23
12/8/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-25000.00,112564.0768,859608025.87
12/8/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-36800.00,16539.92084,859608025.87
12/8/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,33163.97277,859608025.87
12/8/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,97779.34325,859608025.87
12/8/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,76187.19412,859608025.87
12/7/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,-38703.52924,869728844.47
12/7/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-36800.00,-55902.28422,869728844.47
12/7/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,1835.399999,869728844.47
12/7/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-12640.29013,869728844.47
12/7/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-26888.90908,869728844.47
12/4/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,58519.03565,851245983.72
12/4/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-36800.00,73014.09939,851245983.72
12/4/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,16967.53423,851245983.72
12/4/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,45271.60462,851245983.72
12/4/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,20114.689,851245983.72
12/3/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,-23676.41386,840344895.54
12/3/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-36800.00,-6681.453055,840344895.54
12/3/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,-1690.839965,840344895.54
12/3/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-1121.282568,840344895.54
12/3/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-17003.27484,840344895.54
12/2/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,9131.83353,843224841.97
12/2/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-36800.00,26963.00683,843224841.97
12/2/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-9999.91,21639.22005,843224841.97
12/2/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,11451.35326,843224841.97
12/2/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,20714.56898,843224841.97
12/1/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,-16700.127,818451830.39
12/1/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-36800.00,24341.11586,818451830.39
12/1/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,-5086.269154,818451830.39
12/1/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,-11007.44886,818451830.39
12/1/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-4189.55087,818451830.39
11/30/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,6826.3029,837418322.04
11/30/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-36800.00,-6115.280573,837418322.04
11/30/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,862.30051,837418322.04
11/30/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,1940.35391,837418322.04
11/30/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,7538.657611,837418322.04
11/27/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-25000.00,30516.27595,832787089.85
11/27/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-36800.00,10935.57279,832787089.85
11/27/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-9999.91,32659.26567,832787089.85
11/27/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,24556.96224,832787089.85
11/27/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-10000.00,6974.784585,832787089.85
11/26/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,-807.500998,828956392.91
11/26/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-36800.00,-12.81523404,828956392.91
11/26/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,1930.215819,828956392.91
11/26/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.20,1352.54676,828956392.91
11/26/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,-238.914238,828956392.91
11/25/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,45348.41859,825399134.40
11/25/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-36800.00,19935.19447,825399134.40
11/25/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-9999.91,9094.620872,825399134.40
11/25/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-25000.20,75147.6736,825399134.40
11/25/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,55401.34516,825399134.40
11/24/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 961 CAP 2.5 05OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-25000.00,13478.74332,806893585.70
11/24/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 1169.64 CAP 2.5 28OCT2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-36800.00,37305.62269,806893585.70
11/24/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-9999.91,71825.57988,806893585.70
11/24/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 870.25 CAP 2.5 11SEP2020 18DEC2020,Vol_SPX/NDX_,Variance Swap,-25000.20,4687.028671,806893585.70
11/24/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 936.36 22SEP2020 19MAR2021,Vol_SPX/NDX_,Variance Swap,-10000.00,30613.77599,806893585.70
11/23/2020,VISTA MACRO MASTER FIM,Swap SPX VAR 630.01 CAP 2.5 18NOV2020 18JUN2021,Vol_SPX/NDX_,Variance Swap,-25000.00,45966.32044,802938354.56
